,Material compositions 1,Material compositions 2,Enorm (eV),E_raw (eV),Site2_MeltingT,Site1_MendeleevNumber,Site1_MiracleRadius,GSestFCClatcnt_max_value,Site2_BCCenergy_pa,Site1_BCCfermi,CovalentRadius_max_value,Site2_Density,n_ws^third_min_value,Site1_HHIr,IonicRadii_max_value,BoilingT_max_value,valence_arithmetic_average,Site2_NdUnfilled,Site1_IonicRadii,BCCenergy_pa_composition_average,MiracleRadius_min_value,MeltingT_min_value,NUnfilled_max_value,Site2_Group,Site1_CovalentRadii,Site2_NUnfilled,SpecificHeatCapacity_difference,Site1_Electronegativity,BCCenergy_pa_arithmetic_average
10,Ag,Zn,-0.146976233,1.677473767,0.13244795805851556,0.7837837837723546,0.25,0.1795598794448111,0.9220827483621087,0.17159548307524738,0.2790697673881835,0.2994785763202632,0.5677966102781142,0.10465116276339614,0.5809523810749654,0.23790501555899385,0.09090909087058312,0.0,0.9384615384851744,0.9091090645841237,0.3838383838127798,0.13244795809401863,0.04545454536579699,0.7333333332462382,0.3220338983020614,0.0,0.059718969623243426,0.6038961038806544,0.9091090645841237
11,Al,Al,0.0,1.266101032,0.20202676915288068,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.7272939725462837,0.7218631033574298,0.0,0.0981636815896266,0.6271186441112457,0.05813953479401587,0.0,0.3171327120916574,0.27272727261174934,0.0,0.0,0.7679075487026329,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.8,0.05084745755153564,0.22727272734960216,0.0,0.3961038961193456,0.7679075487026329
12,Al,Ag,-0.12503,1.141071032,0.28913681695609383,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.799972319673145,0.7218631033574298,0.2790697673881835,0.4513715709198619,0.6016949152692773,0.05813953479401587,0.5809523810749654,0.3171327120916574,0.18181818174116623,0.0,0.0,0.8062759757357136,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.666666666753762,0.05084745755153564,0.04545454558267025,0.25956284150960485,0.3961038961193456,0.8062759757357136
13,Al,As,-0.14243,1.123671032,0.2472577644120636,0.8918918919566571,0.21052631569094057,0.31547505698096484,0.6831672285103353,0.7218631033574298,0.0,0.23541147127595854,0.6271186441112457,0.05813953479401587,0.03809523821207647,0.3171327120916574,0.4545454545647084,0.0,0.0,0.7446121130808131,0.1313131312948427,0.20202676923252072,0.22727272719507235,0.933333333246238,0.05084745755153564,0.1363636364661362,0.2224824355641652,0.3961038961193456,0.7446121130808131
14,Al,Au,-0.22471,1.041391032,0.3187263773732612,0.8918918919566571,0.21052631569094057,0.18904910125448346,0.7636823948463463,0.7218631033574298,0.17441860464384323,0.8508274766666185,0.6271186441112457,0.05813953479401587,0.29523809518829525,0.3919218819504162,0.27272727261174934,0.0,0.0,0.7871177616034236,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.666666666753762,0.05084745755153564,0.04545454558267025,0.30132708826085475,0.3961038961193456,0.7871177616034236
15,Al,Bi,-0.35403,0.912071032,0.08960088771336391,0.8918918919566571,0.21052631569094057,0.5132917959669409,0.7081364454548802,0.7218631033574298,0.313953488442849,0.41917932426089205,0.4322033899190778,0.05813953479401587,0.4666666666398513,0.3171327120916574,0.4545454545647084,0.0,0.0,0.7577938874174356,0.39393939388452814,0.08960088766857732,0.22727272719507235,0.933333333246238,0.05084745755153564,0.1363636364661362,0.30366900855528706,0.3961038961193456,0.7577938874174356
16,Al,Ca,-0.19265,1.073451032,0.25448177807319355,0.8918918919566571,0.21052631569094057,0.587768019750822,0.8619085522141411,0.7218631033574298,0.6395348836940917,0.046021310192371455,0.22033898303413624,0.05813953479401587,0.4380952381316303,0.3171327120916574,0.18181818174116623,0.0,0.0,0.8389734146207687,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.0666666667537619,0.05084745755153564,0.0,0.09875097579596458,0.3961038961193456,0.8389734146207687
17,Al,Cd,-0.10511,1.160991032,0.10399690234179557,0.8918918919566571,0.21052631569094057,0.25656218821549776,0.9546441552745988,0.7218631033574298,0.2674418603699617,0.3679437767820703,0.500000000098596,0.05813953479401587,0.39047619061792876,0.3171327120916574,0.18181818174116623,0.0,0.0,0.887930488616844,0.39393939388452814,0.10399690230534822,0.22727272719507235,0.7333333332462382,0.05084745755153564,0.0,0.2607338017110574,0.3961038961193456,0.887930488616844
18,Al,Ce,-0.33259,0.933511032,0.241767513760756,0.8918918919566571,0.21052631569094057,0.579900733688432,0.6487724684962263,0.7218631033574298,0.9651162789453345,0.2790296984757479,0.45762711876104617,0.05813953479401587,0.5714285713711099,0.5037727474243576,0.3636363636941253,1.0,0.0,0.7264543962548534,0.39393939388452814,0.20202676923252072,1.0,0.13333333324623806,0.05084745755153564,1.0,0.27712724431444763,0.3961038961193456,0.7264543962548534
19,Al,Co,0.7443,2.010401032,0.44317301786958485,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.4671246365527523,0.7218631033574298,0.058139534881281076,0.3792790750288629,0.6271186441112457,0.05813953479401587,0.10476190473125863,0.4076786507731631,0.27272727261174934,0.3333333334522445,0.0,0.6305586879126659,0.2323232322537356,0.20202676923252072,0.22727272719507235,0.5333333332462381,0.05084745755153564,0.1363636364661362,0.18696330988732893,0.3961038961193456,0.6305586879126659
20,Al,Cr,0.9101,2.176201032,0.5622247650523934,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.26986492914637467,0.7218631033574298,0.20930232548868064,0.2994785763202632,0.6271186441112457,0.05813953479401587,0.07619047622303769,0.35086551282564216,0.5454545454352915,0.5555555553970074,0.0,0.52642114241492,0.28282828285388684,0.20202676923252072,0.2727272726828985,0.3333333332462381,0.05084745755153564,0.2727272727913352,0.17603434822405067,0.3961038961193456,0.52642114241492
21,Al,Cu,-0.07002,1.196081032,0.32463273112624547,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.7278643193182529,0.7218631033574298,0.12790697678078394,0.3801858987027549,0.6271186441112457,0.05813953479401587,0.1809523809542963,0.4076786507731631,0.18181818174116623,0.0,0.0,0.7682086467882636,0.24242424244618876,0.20202676923252072,0.22727272719507235,0.666666666753762,0.05084745755153564,0.04545454558267025,0.2010148321962868,0.3961038961193456,0.7682086467882636
22,Al,Er,-0.10337,1.162731032,0.443750939045198,0.8918918919566571,0.21052631569094057,0.47406720270464753,0.6670007834546828,0.7218631033574298,0.7906976743014913,0.3868057130138686,0.4915254237522092,0.05813953479401587,0.4380952381316303,0.3945849977062977,0.27272727261174934,0.0,0.0,0.7360775069183351,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.13333333324623806,0.05084745755153564,0.09090909102440323,0.2857142856832935,0.3961038961193456,0.7360775069183351
23,Al,Fe,0.8777,2.143801032,0.4555983215942158,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.3651322243780389,0.7218631033574298,0.12790697678078394,0.33275901148572,0.6271186441112457,0.05813953479401587,0.009523809502740295,0.3930315134946617,0.5454545454352915,0.44444444424625923,0.0,0.5767147498152652,0.2323232322537356,0.20202676923252072,0.22727272719507235,0.4666666667537619,0.05084745755153564,0.1818181819078692,0.17603434822405067,0.3961038961193456,0.5767147498152652
24,Al,Ga,-0.07761,1.188491032,0.01981980402657825,0.8918918919566571,0.21052631569094057,0.24176209498544168,0.7797822891917233,0.7218631033574298,0.011627907018221851,0.24343686236719433,0.5593220339317274,0.05813953479401587,0.07619047622303769,0.3171327120916574,0.27272727261174934,0.0,0.0,0.7956172343002694,0.323232323261585,0.01981980420905046,0.22727272719507235,0.8,0.05084745755153564,0.22727272734960216,0.2064793130279259,0.3961038961193456,0.7956172343002694
25,Al,Ge,-0.11104,1.155061032,0.28233757522203007,0.8918918919566571,0.21052631569094057,0.33275062146744244,0.6782136343467968,0.7218631033574298,0.0,0.21709362954194503,0.6101694916156641,0.05813953479401587,0.0,0.3839325344343105,0.3636363636941253,0.0,0.0,0.7419970066594396,0.12121212122309438,0.20202676923252072,0.22727272719507235,0.8666666667537619,0.05084745755153564,0.1818181819078692,0.22638563623567373,0.3961038961193456,0.7419970066594396
26,Al,Hf,0.79709,2.063191032,0.6564259047859401,0.8918918919566571,0.21052631569094057,0.3160016465653255,0.24878184305920845,0.7218631033574298,0.6279069766758699,0.5792337338818495,0.6271186441112457,0.05813953479401587,0.27619047618281467,0.7796271636848536,0.3636363636941253,0.8888888888492519,0.0,0.5152909381383484,0.39393939388452814,0.20202676923252072,0.3636363636585508,0.19999999999999996,0.05084745755153564,0.3636363636748011,0.29664324745504456,0.3961038961193456,0.5152909381383484
27,Al,Hg,-0.18024,1.085861032,0.0,0.8918918919566571,0.21052631569094057,0.3772463240456855,1.0,0.7218631033574298,0.12790697678078394,0.5893901608390456,0.500000000098596,0.05813953479401587,0.4571428571371109,0.3171327120916574,0.18181818174116623,0.0,0.0,0.9118747922471724,0.39393939388452814,0.0,0.22727272719507235,0.7333333332462382,0.05084745755153564,0.0,0.29664324745504456,0.3961038961193456,0.9118747922471724
28,Al,In,-0.16474,1.101361032,0.056471560289447595,0.8918918919566571,0.21052631569094057,0.35809987425567347,0.8051347705671597,0.7218631033574298,0.2441860465433461,0.3071865788933225,0.4406779660682725,0.05813953479401587,0.24761904767459372,0.3171327120916574,0.27272727261174934,0.0,0.0,0.8090013419951847,0.39393939388452814,0.05647156043454826,0.22727272719507235,0.8,0.05084745755153564,0.22727272734960216,0.2603434816439066,0.3961038961193456,0.8090013419951847
29,Al,Ir,0.9591,2.225201032,0.723753712955579,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.3696895279573326,0.7218631033574298,0.2325581395251243,0.9986397641223499,0.6271186441112457,0.05813953479401587,0.085714285725778,0.7407900576485705,0.27272727261174934,0.3333333334522445,0.0,0.5791206461561843,0.34343434340508167,0.20202676923252072,0.22727272719507235,0.5333333332462381,0.05084745755153564,0.1363636364661362,0.300546448126553,0.3961038961193456,0.5791206461561843
30,Al,La,-0.48849,0.777611032,0.2770207010785115,0.8918918919566571,0.21052631569094057,0.5747769024356457,0.6377807211835202,0.7218631033574298,1.0,0.2544094309487971,0.4491525424146593,0.05813953479401587,0.5904761905777057,0.5268530848863552,0.27272727261174934,1.0,0.0,0.7206516219010148,0.39393939388452814,0.20202676923252072,0.40909090902434775,0.13333333324623806,0.05084745755153564,0.40909090911653406,0.27712724431444763,0.3961038961193456,0.7206516219010148
31,Al,Mg,-0.01939,1.246711032,0.19900135219406404,0.8918918919566571,0.21052631569094057,0.33038208950826503,0.8942227455725135,0.7218631033574298,0.2325581395251243,0.05454545438983732,0.4406779660682725,0.05813953479401587,0.171428571451556,0.3171327120916574,0.18181818174116623,0.0,0.0,0.8560327564554607,0.39393939388452814,0.19900135221003287,0.22727272719507235,0.0666666667537619,0.05084745755153564,0.0,0.04683840751573815,0.3961038961193456,0.8560327564554607
32,Al,Mn,0.6552,1.921301032,0.37122184081205817,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.3194311705990091,0.7218631033574298,0.20930232548868064,0.31444116975170644,0.6271186441112457,0.05813953479401587,0.12380952393785447,0.3171327120916574,0.6363636363058747,0.5555555553970074,0.0,0.5525882030119139,0.30303030299738354,0.20202676923252072,0.22727272719507235,0.39999999999999997,0.05084745755153564,0.22727272734960216,0.16393442625084712,0.3961038961193456,0.5525882030119139
33,Al,Mo,1.7601,3.026201032,0.7691205195540214,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.16506741608025938,0.7218631033574298,0.38372093013252384,0.441849920509936,0.6271186441112457,0.05813953479401587,0.047619047714816766,0.7876165112009593,0.5454545454352915,0.5555555553970074,0.0,0.4710963326287546,0.3737373737410315,0.20202676923252072,0.2727272726828985,0.3333333332462381,0.05084745755153564,0.2727272727913352,0.25370804061081487,0.3961038961193456,0.4710963326287546
34,Al,Na,-0.06923,1.196871032,0.03945756323699506,0.8918918919566571,0.21052631569094057,0.4509089933895091,0.9144732920698309,0.7218631033574298,0.5232558139315295,0.01963273622010879,0.14406779670542327,0.05813953479401587,0.4571428571371109,0.3171327120916574,0.09090909087058312,0.0,0.0,0.8667234456427481,0.39393939388452814,0.039457563259798815,0.22727272719507235,0.0,0.05084745755153564,0.04545454558267025,0.12880562064116172,0.3961038961193456,0.8667234456427481
35,Al,Nb,1.4009,2.667001032,0.7269322791629425,0.8918918919566571,0.21052631569094057,0.2256630690806827,0.22388357558292626,0.7218631033574298,0.499999999895086,0.36431648135287825,0.6271186441112457,0.05813953479401587,0.09523809522851831,0.8109187748724215,0.4545454545647084,0.6666666665477555,0.0,0.5021466193229923,0.39393939388452814,0.20202676923252072,0.31818181817072466,0.2666666667537619,0.05084745755153564,0.3181818182330681,0.24785323971202494,0.3961038961193456,0.5021466193229923
36,Al,Nd,-0.3353,0.930801032,0.3062057168278548,0.8918918919566571,0.21052631569094057,0.5428412272851021,0.6506811517373126,0.7218631033574298,0.930232558100497,0.2935842210949879,0.46610169491024084,0.05813953479401587,0.7142857143144451,0.4460719041420558,0.27272727261174934,0.0,0.0,0.727462030433083,0.39393939388452814,0.20202676923252072,0.4545454545121739,0.13333333324623806,0.05084745755153564,0.4545454545582671,0.27712724431444763,0.3961038961193456,0.727462030433083
37,Al,Ni,0.33349,1.599591032,0.4316145959083736,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.5875208537099017,0.7218631033574298,0.034883720844837464,0.3796418044495114,0.6271186441112457,0.05813953479401587,0.14285714294333507,0.4045716823498912,0.27272727261174934,0.2222222223014963,0.0,0.6941183815488222,0.24242424244618876,0.20202676923252072,0.22727272719507235,0.6,0.05084745755153564,0.09090909102440323,0.17798594845133217,0.3961038961193456,0.6941183815488222
38,Al,Os,1.54,2.806101032,0.8875943455612169,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.2052067495665511,0.7218631033574298,0.2674418603699617,1.0,0.6271186441112457,0.05813953479401587,0.085714285725778,0.8703950288242853,0.7272727271764579,0.44444444424625923,0.0,0.49228673030676384,0.33333333333333337,0.20202676923252072,0.22727272719507235,0.4666666667537619,0.05084745755153564,0.1818181819078692,0.300546448126553,0.3961038961193456,0.49228673030676384
39,Al,P,-0.22713,1.038971032,0.023977946468915913,0.8918918919566571,0.21052631569094057,0.32375432018998684,0.6465961433352378,0.7218631033574298,0.0,0.05839945579863765,0.6271186441112457,0.05813953479401587,0.0,0.3171327120916574,0.4545454545647084,0.0,0.0,0.7253054684209668,0.0,0.023977946506796282,0.22727272719507235,0.933333333246238,0.05084745755153564,0.1363636364661362,0.051131928254397496,0.3961038961193456,0.7253054684209668
40,Al,Pb,-0.32056,0.945541032,0.10584336008168077,0.8918918919566571,0.21052631569094057,0.43078838447019374,0.7325610027908532,0.7218631033574298,0.2906976744064053,0.4899115845187824,0.42372881357269093,0.05813953479401587,0.6190476190859266,0.3171327120916574,0.3636363636941253,0.0,0.0,0.7706881247773268,0.39393939388452814,0.1058433602156628,0.22727272719507235,0.8666666667537619,0.05084745755153564,0.1818181819078692,0.3009367681937039,0.3961038961193456,0.7706881247773268
41,Al,Pd,0.25651,1.522611032,0.46052509911222606,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.614720397706145,0.7218631033574298,0.20930232548868064,0.5208796189856839,0.6271186441112457,0.05813953479401587,0.09523809522851831,0.4156679982892688,0.3636363636941253,0.0,0.0,0.7084775924280533,0.39393939388452814,0.20202676923252072,0.22727272719507235,0.6,0.05084745755153564,0.0,0.25604996101371996,0.3961038961193456,0.7084775924280533
42,Al,Pt,0.33779,1.603891032,0.5221748325974694,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.5495491291280823,0.7218631033574298,0.17441860464384323,0.9319882112528681,0.6271186441112457,0.05813953479401587,0.085714285725778,0.6069684865053383,0.3636363636941253,0.11111111115074815,0.0,0.6740723100748114,0.3737373737410315,0.20202676923252072,0.22727272719507235,0.6,0.05084745755153564,0.09090909102440323,0.300546448126553,0.3961038961193456,0.6740723100748114
43,Al,Re,1.9229,3.189001032,0.931805309808433,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.06696027839308104,0.7218631033574298,0.3488372092876864,0.9288143277828927,0.6271186441112457,0.05813953479401587,0.0,1.0,0.6363636363058747,0.5555555553970074,0.0,0.41930351269084953,0.35353535347682996,0.20202676923252072,0.22727272719507235,0.39999999999999997,0.05084745755153564,0.22727272734960216,0.2978142076564971,0.3961038961193456,0.41930351269084953
44,Al,Rh,0.8024,2.068501032,0.5786955164892992,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.47260184779484715,0.7218631033574298,0.2441860465433461,0.5402403083237123,0.6271186441112457,0.05813953479401587,0.12380952393785447,0.5781180648641874,0.5454545454352915,0.2222222223014963,0.0,0.6334502228195461,0.30303030299738354,0.20202676923252072,0.22727272719507235,0.5333333332462381,0.05084745755153564,0.1363636364661362,0.2568306011480217,0.3961038961193456,0.6334502228195461
45,Al,Ru,1.3302,2.596301032,0.6856109202767748,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.34282980236708016,0.7218631033574298,0.2906976744064053,0.5366130128945203,0.6271186441112457,0.05813953479401587,0.07619047622303769,0.6790945406082157,0.7272727271764579,0.3333333334522445,0.0,0.5649408325872303,0.323232323261585,0.20202676923252072,0.22727272719507235,0.4666666667537619,0.05084745755153564,0.1818181819078692,0.2583918813081523,0.3961038961193456,0.5649408325872303
46,Al,S,-0.15472,1.111381032,0.04451148326887537,0.8918918919566571,0.21052631569094057,0.3877881443435285,0.7778760114927412,0.7218631033574298,0.0,0.06461119929754806,0.6271186441112457,0.05813953479401587,0.0,0.3171327120916574,0.5454545454352915,0.0,0.0,0.7946108700814701,0.01010101007174834,0.04451148317745382,0.22727272719507235,1.0,0.05084745755153564,0.09090909102440323,0.07416081189087935,0.3961038961193456,0.7946108700814701
47,Al,Sb,-0.24038,1.025721032,0.19344753041507565,0.8918918919566571,0.21052631569094057,0.4904747920724434,0.7085637150281731,0.7218631033574298,0.20930232548868064,0.27939242789639634,0.5169491525941776,0.05813953479401587,0.2095238096636325,0.3171327120916574,0.4545454545647084,0.0,0.0,0.7580194520498507,0.39393939388452814,0.19344753048093724,0.22727272719507235,0.933333333246238,0.05084745755153564,0.1363636364661362,0.2704918032813559,0.3961038961193456,0.7580194520498507
48,Al,Sc,0.30159,1.567691032,0.4564652033576355,0.8918918919566571,0.21052631569094057,0.3167382085101285,0.5302543595292628,0.7218631033574298,0.5697674417945888,0.11108592144913626,0.5254237289405643,0.05813953479401587,0.19999999995977694,0.38615179777126285,0.27272727261174934,1.0,0.0,0.6638861956262113,0.39393939388452814,0.20202676923252072,0.40909090902434775,0.13333333324623806,0.05084745755153564,0.40909090911653406,0.1295862607754634,0.3961038961193456,0.6638861956262113
49,Al,Se,-0.44259,0.823511032,0.07503727579406952,0.8918918919566571,0.21052631569094057,0.390320467366694,0.7858491562880603,0.7218631033574298,0.0,0.1942416684603062,0.6271186441112457,0.05813953479401587,0.0,0.3171327120916574,0.5454545454352915,0.0,0.0,0.7988200608753778,0.1616161616307925,0.07503727587165614,0.22727272719507235,1.0,0.05084745755153564,0.09090909102440323,0.22638563623567373,0.3961038961193456,0.7988200608753778
50,Al,Si,-0.15373,1.112371032,0.41976721335935574,0.8918918919566571,0.21052631569094057,0.27791879347517584,0.6294874075678278,0.7218631033574298,0.0,0.08138744032131667,0.6271186441112457,0.05813953479401587,0.0,0.4016866401360838,0.3636363636941253,0.0,0.0,0.7162734072432535,0.08080808081539624,0.20202676923252072,0.22727272719507235,0.8666666667537619,0.05084745755153564,0.1818181819078692,0.07806401256238783,0.3961038961193456,0.7162734072432535
51,Al,Sn,-0.1955,1.070601032,0.07823895861062984,0.8918918919566571,0.21052631569094057,0.5186945226848431,0.7081722530906649,0.7218631033574298,0.20930232548868064,0.3071865788933225,0.500000000098596,0.05813953479401587,0.16190476194881567,0.33555259667028575,0.3636363636941253,0.0,0.0,0.7578127910470862,0.39393939388452814,0.07823895871442571,0.22727272719507235,0.8666666667537619,0.05084745755153564,0.1818181819078692,0.26229508197966084,0.3961038961193456,0.7578127910470862
52,Al,Ta,1.5159,2.782001032,0.8829709766733289,0.8918918919566571,0.21052631569094057,0.22421816766507346,0.08652267418416551,0.7218631033574298,0.5697674417945888,0.7306733165222316,0.6271186441112457,0.05813953479401587,0.09523809522851831,0.9693741676892872,0.4545454545647084,0.7777777776985038,0.0,0.42963091241575174,0.39393939388452814,0.20202676923252072,0.31818181817072466,0.2666666667537619,0.05084745755153564,0.3181818182330681,0.29664324745504456,0.3961038961193456,0.42963091241575174
53,Al,Tc,1.7083,2.974401032,0.6344649026977267,0.8918918919566571,0.21052631569094057,0.18342396391240637,0.22400547211050725,0.7218631033574298,0.3023255814246272,0.4971661753771664,0.6271186441112457,0.05813953479401587,0.01904761900548059,0.7046160673681688,0.6363636363058747,0.5555555553970074,0.0,0.5022109712092144,0.34343434340508167,0.20202676923252072,0.22727272719507235,0.39999999999999997,0.05084745755153564,0.22727272734960216,0.25761124117385065,0.3961038961193456,0.5022109712092144
54,Al,Te,-0.36132,0.904781032,0.14111099544175196,0.8918918919566571,0.21052631569094057,0.5421128840317239,0.7910544731192912,0.7218631033574298,0.19767441868028687,0.2586715029252593,0.6271186441112457,0.05813953479401587,0.40952380962340934,0.3171327120916574,0.5454545454352915,0.0,0.0,0.8015680570441099,0.3838383838127798,0.14111099551240197,0.22727272719507235,1.0,0.05084745755153564,0.09090909102440323,0.27244340361711017,0.3961038961193456,0.8015680570441099
55,Al,Ti,0.94129,2.207391032,0.4931631933559153,0.8918918919566571,0.21052631569094057,0.1887944885371053,0.41390304451303944,0.7218631033574298,0.4534883720320267,0.1800952164087281,0.6271186441112457,0.05813953479401587,0.06666666672029738,0.4875721261826817,0.3636363636941253,0.8888888888492519,0.0,0.60246189093144,0.39393939388452814,0.20202676923252072,0.3636363636585508,0.19999999999999996,0.05084745755153564,0.3636363636748011,0.14715066358030612,0.3961038961193456,0.60246189093144
56,Al,Tl,-0.27676,0.989341032,0.09902100147991176,0.8918918919566571,0.21052631569094057,0.4088857200815982,0.8364659949908875,0.7218631033574298,0.2790697673881835,0.513035592727043,0.39830508473072257,0.05813953479401587,1.0,0.3171327120916574,0.27272727261174934,0.0,0.0,0.8255417538922672,0.39393939388452814,0.09902100154302323,0.22727272719507235,0.8,0.05084745755153564,0.22727272734960216,0.3009367681937039,0.3961038961193456,0.8255417538922672
