Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
0.7507788161993769,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,1.0,52.52
0.7507788161993769,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.7404371584699454,53.3
0.7507788161993769,0.2643294379521425,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.7404371584699454,41.15
0.6915887850467289,0.105731775180857,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.49453551912568305,52.12
0.8247663551401869,0.13216471897607124,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.07923497267759563,37.43
0.8987538940809969,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.02185792349726776,38.6
0.632398753894081,0.211463550361714,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,1.0,55.26
0.573208722741433,0.31719532554257096,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,1.0,52.91
0.4682242990654206,0.3683917640511965,0.0,0.8508676789587852,0.0,0.9143884892086331,0.8946804487583513,0.49453551912568305,41.72
0.8987538940809969,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.7404371584699454,42.13
0.45482866043613707,0.528658875904285,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,1.0,53.69
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.7404371584699454,38.41
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.07923497267759563,30.08
0.676791277258567,0.3964941569282137,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.24863387978142076,37.72
0.8987538940809969,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.24863387978142076,42.23
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.49453551912568305,36.25
0.6915887850467289,0.105731775180857,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.24863387978142076,50.46
0.8247663551401869,0.13216471897607124,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,1.0,43.7
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,1.0,39.0
0.7507788161993769,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.49453551912568305,53.1
0.8247663551401869,0.13216471897607124,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.24863387978142076,41.54
0.8247663551401869,0.13216471897607124,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.02185792349726776,35.08
0.7024922118380063,0.0,0.0,0.8508676789587852,0.0,0.9496402877697842,0.8829572671120637,0.01092896174863388,15.05
0.7507788161993769,0.2643294379521425,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.49453551912568305,40.76
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.02185792349726776,26.26
0.7507788161993769,0.2643294379521425,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.02185792349726776,32.82
0.676791277258567,0.3964941569282137,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.49453551912568305,39.78
0.45482866043613707,0.528658875904285,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.49453551912568305,46.93
0.528816199376947,0.6608235948803561,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.24863387978142076,33.12
0.632398753894081,0.211463550361714,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.24863387978142076,49.19
0.3763239875389408,0.5826377295492488,0.0,0.8508676789587852,0.0,0.9496402877697842,0.8829572671120637,0.02185792349726776,14.59
0.4682242990654206,0.3683917640511965,0.0,0.8508676789587852,0.0,0.9143884892086331,0.8946804487583513,0.02185792349726776,14.64
0.8987538940809969,0.0,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,1.0,41.93
0.4682242990654206,0.3683917640511965,0.0,0.8508676789587852,0.0,0.9143884892086331,0.8946804487583513,0.01092896174863388,9.13
0.632398753894081,0.211463550361714,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.49453551912568305,50.95
0.676791277258567,0.3964941569282137,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.07923497267759563,33.02
0.632398753894081,0.211463550361714,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.7404371584699454,54.38
0.573208722741433,0.31719532554257096,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.7404371584699454,51.73
0.6417445482866043,0.0,0.0,0.8508676789587852,0.0,0.9105858170606372,0.9105004411950082,0.01092896174863388,9.87
0.45482866043613707,0.528658875904285,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.7404371584699454,50.66
0.573208722741433,0.31719532554257096,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.49453551912568305,48.7
0.6915887850467289,0.105731775180857,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.7404371584699454,55.06
0.3763239875389408,0.5826377295492488,0.0,0.8508676789587852,0.0,0.9496402877697842,0.8829572671120637,0.9863387978142076,44.7
0.676791277258567,0.3964941569282137,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7487709567628893,0.02185792349726776,30.28
0.45482866043613707,0.528658875904285,0.0,0.9484815618221258,0.0,0.8905447070914697,0.7966721290810539,0.07923497267759563,40.86
0.9143302180685359,0.0,0.0,0.7261388286334056,0.0,0.987153134635149,0.8786083448884408,0.07923497267759563,71.99
0.7414330218068536,0.5264329437952142,0.0,0.7914859002169197,0.3136645962732919,0.8875128468653648,0.8513172822387496,0.01092896174863388,34.4
0.6468847352024922,0.7295492487479132,0.0,0.8061279826464208,0.26708074534161486,0.9495889003083248,0.7599899155426699,0.01092896174863388,28.8
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.01092896174863388,33.4
0.8208722741433022,0.29577072899276574,0.0,0.7407809110629067,0.577639751552795,0.8926002055498459,0.8809403756460357,0.01092896174863388,36.3
0.7429906542056075,0.2609905397885365,0.0,0.6735357917570498,0.7267080745341614,0.8494861253854059,1.0,0.01092896174863388,29.0
0.8987538940809969,0.330550918196995,0.0,0.8213123644251626,0.2763975155279503,0.8494861253854059,0.8669481911004665,0.01092896174863388,37.8
0.8894080996884736,0.3260990539788537,0.0,0.7039045553145337,1.0,0.8494861253854059,0.9041346275053574,0.01092896174863388,40.2
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.01092896174863388,33.4
0.7641744548286604,0.27017250973845297,0.0,0.7584056399132321,0.3757763975155279,0.8494861253854059,0.9578343627883525,0.01092896174863388,28.1
0.9864485981308411,0.0,0.0,0.7147505422993493,0.8757763975155278,0.8494861253854059,0.9376654481280727,0.01092896174863388,41.3
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.01092896174863388,33.4
0.6554517133956387,0.5912632164718976,0.0,0.7524403470715835,0.4440993788819876,0.8494861253854059,0.9292827429723939,0.01092896174863388,25.2
0.7847352024922118,0.263494713411241,0.0,0.729934924078091,0.35403726708074534,0.8981500513874614,0.9114458590697088,0.01092896174863388,41.1
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.01092896174863388,35.3
0.6630841121495327,0.7868670005564831,0.0,0.8286334056399133,0.3198757763975155,0.896043165467626,0.7903063153914031,0.01092896174863388,28.3
0.75,0.42070116861435725,0.0,0.7475596529284164,0.4937888198757764,0.9945015416238437,0.7557040211773605,0.01092896174863388,28.6
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.01092896174863388,35.3
0.6048286604361371,0.5589872008903729,0.0,0.7226138828633405,0.3478260869565217,0.9278520041109969,0.8809403756460357,0.01092896174863388,24.4
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.01092896174863388,35.3
0.8426791277258567,0.4924874791318865,0.0,0.8345986984815619,0.3447204968944099,0.8663412127440905,0.8205596873818228,0.01092896174863388,39.3
0.7661993769470404,0.5258764607679466,0.0,0.7258676789587852,0.6832298136645962,0.897070914696814,0.8507500315139291,0.01092896174863388,40.6
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.01092896174863388,35.3
0.6852024922118379,0.5258764607679466,0.0,0.8045010845986984,0.29503105590062106,0.897070914696814,0.8507500315139291,0.01092896174863388,24.1
0.7414330218068536,0.5264329437952142,0.0,0.7914859002169197,0.3136645962732919,0.8875128468653648,0.8513172822387496,0.02185792349726776,46.2
0.6468847352024922,0.7295492487479132,0.0,0.8061279826464208,0.26708074534161486,0.9495889003083248,0.7599899155426699,0.02185792349726776,42.8
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.02185792349726776,49.2
0.8208722741433022,0.29577072899276574,0.0,0.7407809110629067,0.577639751552795,0.8926002055498459,0.8809403756460357,0.02185792349726776,46.8
0.7429906542056075,0.2609905397885365,0.0,0.6735357917570498,0.7267080745341614,0.8494861253854059,1.0,0.02185792349726776,45.7
0.8987538940809969,0.330550918196995,0.0,0.8213123644251626,0.2763975155279503,0.8494861253854059,0.8669481911004665,0.02185792349726776,55.6
0.8894080996884736,0.3260990539788537,0.0,0.7039045553145337,1.0,0.8494861253854059,0.9041346275053574,0.02185792349726776,54.9
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.02185792349726776,49.2
0.7641744548286604,0.27017250973845297,0.0,0.7584056399132321,0.3757763975155279,0.8494861253854059,0.9578343627883525,0.02185792349726776,34.9
0.9864485981308411,0.0,0.0,0.7147505422993493,0.8757763975155278,0.8494861253854059,0.9376654481280727,0.02185792349726776,46.9
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.02185792349726776,49.2
0.6554517133956387,0.5912632164718976,0.0,0.7524403470715835,0.4440993788819876,0.8494861253854059,0.9292827429723939,0.02185792349726776,33.4
0.7847352024922118,0.263494713411241,0.0,0.729934924078091,0.35403726708074534,0.8981500513874614,0.9114458590697088,0.02185792349726776,54.1
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.02185792349726776,55.9
0.6630841121495327,0.7868670005564831,0.0,0.8286334056399133,0.3198757763975155,0.896043165467626,0.7903063153914031,0.02185792349726776,49.8
0.75,0.42070116861435725,0.0,0.7475596529284164,0.4937888198757764,0.9945015416238437,0.7557040211773605,0.02185792349726776,47.1
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.02185792349726776,55.9
0.6048286604361371,0.5589872008903729,0.0,0.7226138828633405,0.3478260869565217,0.9278520041109969,0.8809403756460357,0.02185792349726776,38.0
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.02185792349726776,55.9
0.8426791277258567,0.4924874791318865,0.0,0.8345986984815619,0.3447204968944099,0.8663412127440905,0.8205596873818228,0.02185792349726776,56.1
0.7661993769470404,0.5258764607679466,0.0,0.7258676789587852,0.6832298136645962,0.897070914696814,0.8507500315139291,0.02185792349726776,59.09
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.02185792349726776,22.9
0.6852024922118379,0.5258764607679466,0.0,0.8045010845986984,0.29503105590062106,0.897070914696814,0.8507500315139291,0.02185792349726776,35.1
0.7414330218068536,0.5264329437952142,0.0,0.7914859002169197,0.3136645962732919,0.8875128468653648,0.8513172822387496,0.07923497267759563,61.09
0.6468847352024922,0.7295492487479132,0.0,0.8061279826464208,0.26708074534161486,0.9495889003083248,0.7599899155426699,0.07923497267759563,59.8
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.07923497267759563,60.29
0.8208722741433022,0.29577072899276574,0.0,0.7407809110629067,0.577639751552795,0.8926002055498459,0.8809403756460357,0.07923497267759563,61.8
0.7429906542056075,0.2609905397885365,0.0,0.6735357917570498,0.7267080745341614,0.8494861253854059,1.0,0.07923497267759563,56.7
0.8987538940809969,0.330550918196995,0.0,0.8213123644251626,0.2763975155279503,0.8494861253854059,0.8669481911004665,0.07923497267759563,68.3
0.8894080996884736,0.3260990539788537,0.0,0.7039045553145337,1.0,0.8494861253854059,0.9041346275053574,0.07923497267759563,66.9
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.07923497267759563,60.29
0.7641744548286604,0.27017250973845297,0.0,0.7584056399132321,0.3757763975155279,0.8494861253854059,0.9578343627883525,0.07923497267759563,50.7
0.9864485981308411,0.0,0.0,0.7147505422993493,0.8757763975155278,0.8494861253854059,0.9376654481280727,0.07923497267759563,56.4
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.07923497267759563,60.29
0.6554517133956387,0.5912632164718976,0.0,0.7524403470715835,0.4440993788819876,0.8494861253854059,0.9292827429723939,0.07923497267759563,55.5
0.7847352024922118,0.263494713411241,0.0,0.729934924078091,0.35403726708074534,0.8981500513874614,0.9114458590697088,0.07923497267759563,68.5
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.07923497267759563,71.3
0.6630841121495327,0.7868670005564831,0.0,0.8286334056399133,0.3198757763975155,0.896043165467626,0.7903063153914031,0.07923497267759563,74.7
0.75,0.42070116861435725,0.0,0.7475596529284164,0.4937888198757764,0.9945015416238437,0.7557040211773605,0.07923497267759563,52.2
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.07923497267759563,71.3
0.6048286604361371,0.5589872008903729,0.0,0.7226138828633405,0.3478260869565217,0.9278520041109969,0.8809403756460357,0.07923497267759563,67.7
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.07923497267759563,71.3
0.8426791277258567,0.4924874791318865,0.0,0.8345986984815619,0.3447204968944099,0.8663412127440905,0.8205596873818228,0.07923497267759563,66.0
0.7661993769470404,0.5258764607679466,0.0,0.7258676789587852,0.6832298136645962,0.897070914696814,0.8507500315139291,0.07923497267759563,74.5
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.07923497267759563,71.3
0.6852024922118379,0.5258764607679466,0.0,0.8045010845986984,0.29503105590062106,0.897070914696814,0.8507500315139291,0.07923497267759563,49.9
0.7414330218068536,0.5264329437952142,0.0,0.7914859002169197,0.3136645962732919,0.8875128468653648,0.8513172822387496,0.1557377049180328,63.4
0.6468847352024922,0.7295492487479132,0.0,0.8061279826464208,0.26708074534161486,0.9495889003083248,0.7599899155426699,0.1557377049180328,64.9
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.1557377049180328,64.3
0.8208722741433022,0.29577072899276574,0.0,0.7407809110629067,0.577639751552795,0.8926002055498459,0.8809403756460357,0.1557377049180328,64.9
0.7429906542056075,0.2609905397885365,0.0,0.6735357917570498,0.7267080745341614,0.8494861253854059,1.0,0.1557377049180328,60.2
0.8987538940809969,0.330550918196995,0.0,0.8213123644251626,0.2763975155279503,0.8494861253854059,0.8669481911004665,0.1557377049180328,72.3
0.8894080996884736,0.3260990539788537,0.0,0.7039045553145337,1.0,0.8494861253854059,0.9041346275053574,0.1557377049180328,69.3
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.1557377049180328,64.3
0.7641744548286604,0.27017250973845297,0.0,0.7584056399132321,0.3757763975155279,0.8494861253854059,0.9578343627883525,0.1557377049180328,55.2
0.9864485981308411,0.0,0.0,0.7147505422993493,0.8757763975155278,0.8494861253854059,0.9376654481280727,0.1557377049180328,58.8
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.1557377049180328,64.3
0.6554517133956387,0.5912632164718976,0.0,0.7524403470715835,0.4440993788819876,0.8494861253854059,0.9292827429723939,0.1557377049180328,66.1
0.7847352024922118,0.263494713411241,0.0,0.729934924078091,0.35403726708074534,0.8981500513874614,0.9114458590697088,0.1557377049180328,73.7
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.1557377049180328,77.3
0.6630841121495327,0.7868670005564831,0.0,0.8286334056399133,0.3198757763975155,0.896043165467626,0.7903063153914031,0.1557377049180328,80.2
0.75,0.42070116861435725,0.0,0.7475596529284164,0.4937888198757764,0.9945015416238437,0.7557040211773605,0.1557377049180328,54.9
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.1557377049180328,77.3
0.6048286604361371,0.5589872008903729,0.0,0.7226138828633405,0.3478260869565217,0.9278520041109969,0.8809403756460357,0.1557377049180328,72.99
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.1557377049180328,77.3
0.8426791277258567,0.4924874791318865,0.0,0.8345986984815619,0.3447204968944099,0.8663412127440905,0.8205596873818228,0.1557377049180328,71.7
0.7661993769470404,0.5258764607679466,0.0,0.7258676789587852,0.6832298136645962,0.897070914696814,0.8507500315139291,0.1557377049180328,79.4
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.1557377049180328,77.3
0.6852024922118379,0.5258764607679466,0.0,0.8045010845986984,0.29503105590062106,0.897070914696814,0.8507500315139291,0.1557377049180328,59.89
0.7414330218068536,0.5264329437952142,0.0,0.7914859002169197,0.3136645962732919,0.8875128468653648,0.8513172822387496,0.25136612021857924,64.9
0.6468847352024922,0.7295492487479132,0.0,0.8061279826464208,0.26708074534161486,0.9495889003083248,0.7599899155426699,0.25136612021857924,66.6
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.25136612021857924,65.2
0.8208722741433022,0.29577072899276574,0.0,0.7407809110629067,0.577639751552795,0.8926002055498459,0.8809403756460357,0.25136612021857924,66.7
0.7429906542056075,0.2609905397885365,0.0,0.6735357917570498,0.7267080745341614,0.8494861253854059,1.0,0.25136612021857924,62.5
0.8987538940809969,0.330550918196995,0.0,0.8213123644251626,0.2763975155279503,0.8494861253854059,0.8669481911004665,0.25136612021857924,74.19
0.8894080996884736,0.3260990539788537,0.0,0.7039045553145337,1.0,0.8494861253854059,0.9041346275053574,0.25136612021857924,70.7
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.25136612021857924,65.2
0.7641744548286604,0.27017250973845297,0.0,0.7584056399132321,0.3757763975155279,0.8494861253854059,0.9578343627883525,0.25136612021857924,57.6
0.9864485981308411,0.0,0.0,0.7147505422993493,0.8757763975155278,0.8494861253854059,0.9376654481280727,0.25136612021857924,59.2
0.8208722741433022,0.29577072899276574,0.0,0.746475054229935,0.5124223602484471,0.8494861253854059,0.9335056094793899,0.25136612021857924,65.2
0.6554517133956387,0.5912632164718976,0.0,0.7524403470715835,0.4440993788819876,0.8494861253854059,0.9292827429723939,0.25136612021857924,68.1
0.7847352024922118,0.263494713411241,0.0,0.729934924078091,0.35403726708074534,0.8981500513874614,0.9114458590697088,0.25136612021857924,75.5
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.25136612021857924,79.3
0.75,0.42070116861435725,0.0,0.7475596529284164,0.4937888198757764,0.9945015416238437,0.7557040211773605,0.25136612021857924,56.5
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.25136612021857924,79.3
0.6048286604361371,0.5589872008903729,0.0,0.7226138828633405,0.3478260869565217,0.9278520041109969,0.8809403756460357,0.25136612021857924,76.8
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.25136612021857924,79.3
0.8426791277258567,0.4924874791318865,0.0,0.8345986984815619,0.3447204968944099,0.8663412127440905,0.8205596873818228,0.25136612021857924,73.3
0.7661993769470404,0.5258764607679466,0.0,0.7258676789587852,0.6832298136645962,0.897070914696814,0.8507500315139291,0.25136612021857924,82.6
0.7236760124610592,0.5258764607679466,0.0,0.7773861171366594,0.3602484472049689,0.897070914696814,0.8507500315139291,0.25136612021857924,79.3
0.6852024922118379,0.5258764607679466,0.0,0.8045010845986984,0.29503105590062106,0.897070914696814,0.8507500315139291,0.25136612021857924,67.8
0.5052959501557632,0.0,0.4832583708145927,0.8435466377440347,0.13975155279503104,0.9085817060637204,0.922916929282743,0.01092896174863388,11.58
0.5052959501557632,0.0,0.4832583708145927,0.8435466377440347,0.13975155279503104,0.9085817060637204,0.922916929282743,0.040983606557377046,24.45
0.5052959501557632,0.0,0.4832583708145927,0.8435466377440347,0.13975155279503104,0.9085817060637204,0.922916929282743,0.07923497267759563,24.89
0.5052959501557632,0.0,0.4832583708145927,0.8435466377440347,0.13975155279503104,0.9085817060637204,0.922916929282743,0.1557377049180328,29.45
0.5052959501557632,0.0,0.4832583708145927,0.8435466377440347,0.13975155279503104,0.9085817060637204,0.922916929282743,0.27595628415300544,40.71
0.5230529595015576,0.0,0.4727636181909045,0.8668655097613882,0.14285714285714282,0.8982528263103803,0.9115088869280222,0.01092896174863388,10.38
0.5230529595015576,0.0,0.4727636181909045,0.8668655097613882,0.14285714285714282,0.8982528263103803,0.9115088869280222,0.040983606557377046,22.14
0.5230529595015576,0.0,0.4727636181909045,0.8668655097613882,0.14285714285714282,0.8982528263103803,0.9115088869280222,0.07923497267759563,22.84
0.5230529595015576,0.0,0.4727636181909045,0.8668655097613882,0.14285714285714282,0.8982528263103803,0.9115088869280222,0.1557377049180328,27.66
0.5230529595015576,0.0,0.4727636181909045,0.8668655097613882,0.14285714285714282,0.8982528263103803,0.9115088869280222,0.27595628415300544,34.56
0.46214953271028036,0.0,0.5022488755622189,0.7792841648590021,0.23291925465838506,0.9287769784172663,0.9453548468423044,0.01092896174863388,12.45
0.46214953271028036,0.0,0.5022488755622189,0.7792841648590021,0.23291925465838506,0.9287769784172663,0.9453548468423044,0.040983606557377046,24.99
0.46214953271028036,0.0,0.5022488755622189,0.7792841648590021,0.23291925465838506,0.9287769784172663,0.9453548468423044,0.07923497267759563,25.72
0.46214953271028036,0.0,0.5022488755622189,0.7792841648590021,0.23291925465838506,0.9287769784172663,0.9453548468423044,0.1557377049180328,33.96
0.46214953271028036,0.0,0.5022488755622189,0.7792841648590021,0.23291925465838506,0.9287769784172663,0.9453548468423044,0.27595628415300544,37.34
0.4559190031152648,0.0,0.6266866566716642,0.7697939262472884,0.24223602484472048,0.9717368961973278,0.8811294592209757,0.01092896174863388,15.04
0.4559190031152648,0.0,0.6266866566716642,0.7697939262472884,0.24223602484472048,0.9717368961973278,0.8811294592209757,0.040983606557377046,21.06
